name,speed,shootAccuracy,shootPower,defense,stamina,totalScore
Evaldas Razulis,71,64,72,25,72,66.95
Fabien Lemoine,62,58,77,76,81,66.95
Igor Martinez,73,65,64,45,82,66.95
Jairo,87,65,55,29,68,66.95
Jakub Wojcicki,85,58,56,64,81,66.95
Luca Garritano,78,67,67,12,55,66.95
Luiz Gustavo,68,46,82,80,83,66.95
Marco Rossi,67,66,68,68,65,66.95
Marko Pantelic,58,75,76,25,60,66.95
Ruud Boymans,47,80,82,21,64,66.95
Samuel Armenteros,67,69,72,24,67,66.95
Winston Reid,76,46,75,81,76,66.95
Ytalo,76,63,68,33,64,66.95
Albin Ekdal,69,60,72,54,78,66.90
Bruno Vilela Gama,76,66,64,34,68,66.90
Christophe Landrin,74,61,67,56,70,66.90
Daniel Sikorski,85,58,64,13,83,66.90
David Strihavka,67,70,71,24,66,66.90
Ever Banega,63,67,72,57,69,66.90
Gonzalo Castellani,68,62,76,28,74,66.90
Ignazio Abate,90,38,68,72,90,66.90
Ivan Juric,75,50,73,70,80,66.90
Jerson Cabral,78,66,67,31,41,66.90
Josh Simpson,77,68,65,38,40,66.90
Kevin Kratz,68,58,72,64,86,66.90
Kim Ojo,71,64,73,24,66,66.90
Lesley de Sa,87,57,64,26,64,66.90
Mikkel Diskerud,66,64,70,54,84,66.90
Mohamed Rayhi,76,62,70,24,66,66.90
Nathan Eccleston,74,63,71,25,65,66.90
Ousmane Dabo,68,49,83,64,74,66.90
Pablo Barrera,78,60,68,32,70,66.90
Reza Ghoochannejhad,76,66,65,34,62,66.90
Robert Tesche,67,63,70,61,77,66.90
Sead Kolasinac,84,31,82,77,79,66.90
Simon Church,75,66,63,38,76,66.90
Tomas Rosicky,67,65,75,32,64,66.90
Vinicius Araujo,68,71,71,23,55,66.90
Abdourahman Dampha,81,52,73,36,65,66.85
Birama Ndoye,71,62,66,69,74,66.85
Camora,76,59,67,55,70,66.85
Dejan Meleg,68,64,76,21,68,66.85
Diego Mauricio,75,66,67,25,64,66.85
Gorka Elustondo,65,57,76,73,76,66.85
Jaja,62,68,80,20,57,66.85
Jay Spearing,68,59,70,70,85,66.85
Kenan Karaman,67,68,74,15,68,66.85
Lewis Enoh,73,62,73,18,71,66.85
Lucas Andersen,79,59,68,35,66,66.85
Martin Jiranek,64,54,82,71,66,66.85
Pablo Pintos,79,50,72,55,76,66.85
Petar Sliskovic,78,66,66,23,54,66.85
Pierre Ducasse,68,59,70,65,90,66.85
Sergiu Marian Radu,75,68,65,35,54,66.85
Souleymane Doukara,69,66,73,22,67,66.85
Wesley Said,80,65,66,19,52,66.85
Alain Schultz,74,57,70,56,74,66.80
Alvaro Gimenez,77,76,58,18,52,66.80
Aurelien Capoue,81,56,66,44,74,66.80
Benjamin Andre,69,61,69,68,74,66.80
Bo-Kyung Kim,79,64,62,39,67,66.80
Cristian Daniel Ansaldi,78,57,60,79,87,66.80
Dani Schahin,66,69,72,27,67,66.80
Fernando Damian Tissone,58,58,83,60,82,66.80
Francesco Tavano,68,72,71,15,55,66.80
Gianluca Nijholt,64,65,74,47,71,66.80
Hans Vanaken,62,73,71,25,75,66.80
Jonathan Soriano,53,80,75,18,70,66.80
Kebba Ceesay,88,60,50,65,83,66.80
Marcos Ceara,64,52,82,74,74,66.80
Marek Jankulovski,73,48,79,65,71,66.80
Riccardo Montolivo,60,60,82,56,68,66.80
Siebe Schrijvers,73,68,67,22,66,66.80
Tom Caluwe,67,68,69,36,76,66.80
Tristan Dingome,73,57,70,55,81,66.80
William,66,72,70,22,66,66.80
Anselmo,69,71,66,32,67,66.75
Beram Kayal,74,52,71,62,91,66.75
Caner Cavlan,79,43,76,67,80,66.75
Collin Benjamin,68,61,70,63,78,66.75
Daniel Follonier,78,66,65,21,60,66.75
David Lopez,65,54,78,70,83,66.75
Ersen Martin,66,71,73,10,65,66.75
Eugen Polanski,55,63,79,74,79,66.75
Fabian Schaer,65,55,78,72,75,66.75
Fred,52,80,79,16,53,66.75
Hany Mukhtar,75,62,70,30,63,66.75
Jakub Bak,80,57,69,33,66,66.75
Jerome Boateng,83,34,79,84,75,66.75
Johan Audel,72,70,68,19,56,66.75
Juanjo,62,68,75,33,72,66.75
Lasse Nilsson,78,64,65,32,61,66.75
Liam Rosenior,78,50,69,70,83,66.75
Mateusz Mak,85,65,56,36,63,66.75
Matthew Lowton,76,49,72,70,83,66.75
Moritz Leitner,74,59,70,41,76,66.75
Nikos Liberopoulos,54,78,77,33,48,66.75
Ruben Micael,66,65,76,33,60,66.75
Silva Laionel,76,62,75,12,45,66.75
Yaw Yeboah,79,66,66,17,52,66.75
Ahmed Hamoudi,85,56,67,31,55,66.70
Alejandro Alfaro,69,69,70,30,56,66.70
Bjoern Helge Riise,54,61,82,69,83,66.70
Carlos Carmona,74,46,76,69,89,66.70
Dan Gosling,64,64,71,66,74,66.70
Daniel Graham,55,74,74,33,83,66.70
Eoin Doyle,72,69,63,19,91,66.70
Federico Ricci,82,60,63,41,63,66.70
Marat Izmailov,70,66,77,23,33,66.70
Marcelo Diaz,62,52,82,75,83,66.70
Michal Przybyla,76,65,66,22,70,66.70
Mohamed Larbi,69,73,60,51,71,66.70
Phil Bardsley,67,47,83,74,78,66.70
Rasmus Joensson,68,66,72,23,75,66.70
Segundo Castillo,68,56,76,60,74,66.70
Soufian El Hassnaoui,82,60,66,16,70,66.70
Vitor,68,56,78,51,71,66.70
Almen Abdi,67,63,72,52,69,66.65
Amidu Salifu,75,51,71,61,90,66.65
Artur Wichniarek,71,68,71,15,58,66.65
Banel Nicolita,74,67,62,32,83,66.65
Benjani Mwaruwari,64,69,74,23,68,66.65
David Edwards,68,68,63,53,86,66.65
Derk Boerrigter,75,58,72,33,70,66.65
Giuseppe Sculli,67,67,75,25,54,66.65
Gokhan Inler,54,56,89,70,69,66.65
James Troisi,69,63,75,22,69,66.65
Joao Pereira,75,54,68,74,77,66.65
John Tshibumbu,77,67,63,20,71,66.65
Jonathan Legear,74,66,69,32,47,66.65
Jose Baxter,65,68,72,41,62,66.65
Karol Linetty,74,60,64,63,82,66.65
Kleber Pinheiro,61,71,75,21,70,66.65
Matias Suarez,67,72,73,14,47,66.65
Moses Lamidi,82,63,64,13,66,66.65
Nenad Sreckovic,83,58,63,49,60,66.65
Rafita,85,41,71,61,90,66.65
Rangelo Janga,76,65,67,19,66,66.65
Roy Contout,81,64,62,25,66,66.65
Silvio,75,53,70,73,72,66.65
Tyler Boyd,85,64,56,20,83,66.65
Victor Hugo Montano,71,70,65,32,65,66.65
Abdelkader Ghezzal,77,61,69,29,61,66.60
Adam Hammill,73,63,68,45,63,66.60
Alvaro Arbeloa,72,53,72,83,67,66.60
Alvaro Vadillo,90,59,60,20,58,66.60
Carlitos,71,66,70,28,62,66.60
Charles Telfer,75,62,66,44,70,66.60
Christian Schneuwly,69,67,68,40,68,66.60
David Fernandez,68,68,72,23,61,66.60
Emanuel Sarki,91,45,70,38,58,66.60
Emiliano Bonazzoli,68,70,70,29,55,66.60
James Collins,73,67,66,15,81,66.60
Joey Barton,55,69,73,63,87,66.60
Kenny Miller,70,64,70,25,83,66.60
Luigi Bruins,69,66,68,49,65,66.60
Matthew James,67,59,72,67,77,66.60
Mido,61,70,77,33,51,66.60
Miroslav Radovic,73,74,60,26,64,66.60
Moussa Kone,76,55,71,41,79,66.60
Oliver Bozanic,74,60,66,54,78,66.60
Rodrigo Dantas,66,60,77,48,66,66.60
Sigamary Diarra,80,62,63,37,65,66.60
Simon Poulsen,78,52,66,74,82,66.60
Thomas Buffel,67,72,64,43,71,66.60
Toche,61,69,76,24,72,66.60
Tonny Vilhena,68,50,80,61,83,66.60
Abdessalam Benjelloun,77,60,71,22,61,66.55
Andre Santos,66,58,76,60,71,66.55
Bruno Andrade,75,68,66,14,63,66.55
Dean Windass,57,73,76,44,51,66.55
Elseid Hysaj,84,45,66,76,85,66.55
Femi Balogun,87,51,65,44,69,66.55
Florian Heller,69,63,69,52,73,66.55
Gino Peruzzi,88,38,70,71,84,66.55
Harry Forrester,76,59,69,36,71,66.55
Helder Castro,70,65,67,53,66,66.55
Jarchinio Antonia,92,55,58,27,74,66.55
Jose Antonio Reyes,66,70,72,24,59,66.55
Junior Caicara,79,43,73,77,84,66.55
Ludovic,81,61,64,25,70,66.55
Morgan Schneiderlin,59,64,71,77,90,66.55
Patrik Ingelsten,69,63,72,31,76,66.55
Pedro Moreira,65,58,74,69,80,66.55
Peter Crouch,53,77,75,31,70,66.55
Shkodran Mustafi,72,58,66,81,74,66.55
Adnan Custovic,59,68,80,26,62,66.50
Benjamin Nivet,61,72,70,53,59,66.50
Beshart Abdurahimi,74,66,67,23,65,66.50
Carlos Reina Aranda,66,65,77,25,57,66.50
Cesar Azpilicueta,79,46,68,86,86,66.50
Cristian Battocchio,69,60,71,59,71,66.50
Dennis Grote,80,59,62,51,73,66.50
Dennis Kruppke,64,68,70,45,73,66.50
Dimitrije Injac,62,61,76,62,74,66.50
Dzengis Cavusevic,69,65,70,38,68,66.50
Ferebory Dore,79,65,64,20,62,66.50
Grzegorz Krychowiak,73,42,81,75,79,66.50
Hiroshi Kiyotake,68,64,75,23,65,66.50
Igor Gabilondo,55,63,87,44,56,66.50
Luigi Vitale,72,52,73,64,84,66.50
Martin Fenin,70,66,72,16,66,66.50
Oliver Kirch,74,47,79,63,67,66.50
Omar Elabdellaoui,82,42,73,74,74,66.50
Patrick Ekeng Ekeng,78,59,62,57,79,66.50
Raffaele De Vita,76,60,68,36,70,66.50
Razvan Rat,77,52,67,76,78,66.50
Sammir,68,65,78,30,34,66.50
Tulio de Melo,52,75,79,25,69,66.50
Yann M'Vila,72,56,68,73,81,66.50
Achmed Ahahaoui,76,66,62,33,72,66.45
Alen Halilovic,80,62,61,41,70,66.45
Andrezinho,72,57,74,44,67,66.45
Barnes Osei,77,59,73,18,57,66.45
Djiby Fall,66,69,71,29,64,66.45
Eduardo,68,68,72,29,52,66.45
Emmanuel Frimpong,78,48,72,67,74,66.45
Francisco Molinero,79,45,71,69,90,66.45
Franco Sosa,72,60,66,71,70,66.45
Gaetan Bussmann,74,57,66,72,75,66.45
Ivan Santini,47,78,79,26,79,66.45
Jeremy Perbet,53,83,73,13,62,66.45
Kallum Higginbotham,78,65,63,13,80,66.45
Mark Millar,72,56,73,53,70,66.45
Michael Owen,54,84,76,11,34,66.45
Michal Maslowski,70,65,68,41,70,66.45
Mikhail Rosheuvel,87,57,63,20,67,66.45
Ronny,45,70,95,26,43,66.45
Sebastian Ziajka,71,59,70,59,70,66.45
Sergio Escudero,76,42,78,71,82,66.45
Silva,65,64,71,54,75,66.45
Tomasz Cywka,72,64,68,35,70,66.45
Valeri Bojinov,68,66,72,25,68,66.45
Virgil Misidjan,84,62,61,20,67,66.45
Christian Bruels,78,57,71,29,63,66.40
Cicinho,81,49,68,62,78,66.40
Cristian Bustos,69,59,71,58,76,66.40
Diego Falcinelli,71,68,69,11,69,66.40
"Juninho Pernambucano,20",54,72,79,46,52,66.40
Mamadou Bah,69,55,75,68,66,66.40
Marley Watkins,84,60,62,16,76,66.40
Martin Montoya,87,24,83,76,88,66.40
Matthew Taylor,54,66,78,64,76,66.40
Modibo Maiga,72,68,68,16,64,66.40
Moussa Traore,78,63,65,32,60,66.40
Oguzhan Turk,65,63,73,51,71,66.40
Paul Scholes,53,65,88,58,34,66.40
Paulo Tavares,68,64,67,59,75,66.40
Peter Loevenkrands,70,66,67,45,65,66.40
Pierre de Wit,70,62,70,48,68,66.40
Slawomir Peszko,75,61,68,38,66,66.40
Tibor Tisza,66,66,74,27,65,66.40
Tommy Oar,78,53,73,30,74,66.40
Verza,54,62,81,64,82,66.40
Adam Campbell,90,63,56,20,53,66.35
Alfonso Pedraza,69,64,69,50,65,66.35
Ellery Cairo,80,67,61,11,68,66.35
Felitciano Zschusschen,72,62,70,42,61,66.35
Gilberto,56,70,75,71,50,66.35
Giovanni Pasquale,74,50,74,70,69,66.35
Isaiah Brown,78,63,64,35,62,66.35
Jander,78,38,80,60,91,66.35
Jody Lukoki,93,61,51,25,72,66.35
Jota,69,71,68,14,65,66.35
Kristopher Vida,73,65,71,13,60,66.35
Manu,92,51,58,46,75,66.35
Martyn Waghorn,74,63,70,25,60,66.35
Matthias Ginter,67,51,78,78,73,66.35
Michele Paolucci,70,65,71,25,66,66.35
Milosz Przybecki,93,57,54,39,64,66.35
Milton Joel Caraglio,55,74,78,22,63,66.35
Mohamed Fares,78,58,68,34,69,66.35
Odise Roshi,90,57,60,28,57,66.35
Ryan Thomas,78,54,71,39,70,66.35
Simao,68,68,73,25,48,66.35
Sime Vrsaljko,83,38,73,74,89,66.35
Sylvio Ronny Rodelin,69,69,68,33,58,66.35
Xavier Mercier,77,62,65,31,72,66.35
Adama Ba,78,68,59,40,56,66.30
Alesandro Cordaro,73,64,68,15,81,66.30
Alex Song,72,55,68,74,82,66.30
Antonini Culina,74,68,64,19,71,66.30
Donald Dering Djousse,83,59,67,15,57,66.30
Francisco Sandaza,69,68,67,25,77,66.30
Frederic Kanoute,54,77,75,38,52,66.30
Gilberto Garcia,76,47,74,64,80,66.30
Giorgi Chanturia,75,59,72,24,66,66.30
Giovanni Gravenbeek,81,55,63,62,70,66.30
Ibrahim Didier Ndong,69,54,74,68,76,66.30
Kevin Doyle,69,67,69,23,73,66.30
Luis Pedro Figueroa,80,52,68,56,70,66.30
Marcelo Estigarribia,84,47,68,57,75,66.30
Markus Steinhoefer,72,48,76,66,84,66.30
Oliver Sorg,74,40,82,76,74,66.30
Piotr Celeban,72,60,64,70,80,66.30
Reginaldo,76,62,67,25,71,66.30
Renan,54,61,84,64,68,66.30
Rodney Sneijder,65,62,75,54,60,66.30
Tarantini,54,68,77,53,79,66.30
Wahan Gevorgyan,84,58,69,26,34,66.30
Zakaria El Azzouzi,70,68,70,14,64,66.30
Zvjezdan Misimovic,63,70,76,22,50,66.30
Darren Fletcher,53,65,77,79,76,66.25
David Clarkson,67,66,69,36,77,66.25
Fernando Varela,73,47,83,48,59,66.25
Giorgos Tzavellas,67,53,77,73,70,66.25
Jean-Kevin Augustin,75,71,62,15,62,66.25
Joan Roman,76,63,64,40,67,66.25
Jozsef Varga,68,62,68,61,76,66.25
Kai Herdling,66,68,72,20,69,66.25
Miquel Nelom,75,48,74,68,75,66.25
Neal Eardley,76,49,73,65,72,66.25
Oier,72,49,74,69,86,66.25
Oscar Sanchez,68,54,77,55,76,66.25
Paulo Sergio,82,58,66,33,56,66.25
Simone Tiribocchi,67,65,79,29,30,66.25
Yoell van Nieff,65,47,86,66,71,66.25
Zinho Gano,72,68,67,18,65,66.25
Adis Jahovic,63,72,73,16,60,66.20
Akaki Gogia,71,65,69,29,65,66.20
Ante Vukusic,76,65,67,14,62,66.20
Ciprian Marica,68,68,71,27,55,66.20
Claude Gnakpa,86,59,56,46,72,66.20
Damian Escudero,70,62,69,46,72,66.20
Daniel Brueckner,77,60,62,63,67,66.20
Darko Bodul,66,66,73,23,71,66.20
Darren Mackie,80,60,64,22,78,66.20
Davide Gavazzi,69,60,71,43,81,66.20
Enrico Schirinzi,66,48,84,56,80,66.20
Enrique de Lucas,60,66,81,35,47,66.20
Isaac Cuenca,79,60,67,24,64,66.20
Issouf Ouattara,84,57,65,17,71,66.20
Jan Vennegoor of Hesselink,52,74,80,23,65,66.20
Landry Mulemo,81,56,62,58,72,66.20
Leon Benko,73,63,69,22,72,66.20
Lucas Alfonso Orban,79,48,67,82,78,66.20
Mario Alberto Santana,69,66,71,34,54,66.20
Massimo Bruno,75,63,64,38,74,66.20
Michael Kightly,76,62,65,24,82,66.20
Mitchell Paulissen,75,64,63,44,68,66.20
Pavol Cicman,70,61,74,24,70,66.20
Piqueti,77,61,69,21,61,66.20
Rajiv van La Parra,85,51,69,27,67,66.20
Timo Staffeldt,75,51,71,59,83,66.20
Zdravko Kuzmanovic,55,61,82,64,72,66.20
Alberto Aquilani,55,66,82,53,52,66.15
Aleandro Rosi,77,48,72,62,79,66.15
Andrew Crofts,55,66,76,64,77,66.15
Bruninho,73,67,65,25,68,66.15
Cedric Barbosa,51,75,74,70,53,66.15
Chris Makiese,80,62,65,18,63,66.15
Daley Sinkgraven,78,61,63,41,70,66.15
David Biton,67,71,69,25,56,66.15
Dragan Mrdja,69,67,69,23,70,66.15
Jan Rosenthal,68,66,71,31,62,66.15
Joao Silva,69,70,68,12,69,66.15
Kylian Mbappe Lottin,81,65,60,26,61,66.15
Manoel,67,70,68,25,68,66.15
Marvin Plattenhardt,78,43,74,77,76,66.15
Michael Chopra,67,67,70,39,60,66.15
Michael Stewart,64,64,70,68,67,66.15
Rayco Garcia,85,60,62,23,58,66.15
Stephan Schrock,91,46,60,67,74,66.15
Steven Lawless,75,62,66,22,83,66.15
Thibaut Vion,69,68,72,21,48,66.15
Vladimir Dvalishvili,66,66,72,29,70,66.15
Axel N'Gando,66,70,73,33,35,66.10
Bakari Kone,76,67,63,25,61,66.10
Cristian Lobato,75,56,68,52,76,66.10
Dani Nieto,85,64,55,25,73,66.10
Eddy Israfilov,68,51,80,56,72,66.10
Fabrizio Cacciatore,79,45,71,73,79,66.10
Greg Stewart,76,68,65,11,57,66.10
Loic Loval-Landre,79,64,60,28,76,66.10
Makelele,76,51,68,66,86,66.10
Nejc Pecnik,67,64,72,36,68,66.10
Nicolas Bertolo,75,63,69,25,55,66.10
Richard Brittain,60,64,74,64,70,66.10
Robert Pires,64,73,70,32,48,66.10
Rodrigo Rojas,65,61,71,60,80,66.10
Victor Casadesus,61,71,72,30,68,66.10
Vitali Kutuzov,70,64,70,35,63,66.10
Yuri Berchiche,79,36,78,79,85,66.10
Alexandros Tziolis,57,57,84,59,74,66.05
"Bedi Bastien Buval,29",66,65,72,31,72,66.05
Carlos Martins,51,65,88,45,52,66.05
Emanuel Rivas,90,53,63,25,60,66.05
Fabio Liverani,63,59,77,61,66,66.05
Fabrice Pancrate,72,69,68,25,42,66.05
Federico Mattiello,79,42,75,67,78,66.05
Gregg Wylde,91,42,70,41,62,66.05
Jan Simak,65,67,72,33,64,66.05
Javier Portillo,63,73,71,22,57,66.05
Karol Mackiewicz,91,59,53,38,65,66.05
Kostadin Hazurov,65,68,73,21,64,66.05
Laranjeiro,74,58,65,65,74,66.05
Lewis Longridge,82,59,65,23,62,66.05
Marinho,76,65,66,27,52,66.05
Mohamed Ibrahim,74,58,70,39,70,66.05
Srdjan Lakic,65,69,73,19,60,66.05
Tim Cahill,61,65,77,41,62,66.05
Tomasz Brzyski,72,48,75,64,87,66.05
Vitali Balashov,78,64,66,20,53,66.05
Wesley Verhoek,66,63,78,27,52,66.05
Yassine El Ghanassy,74,62,69,28,63,66.05
Alexander Soerloth,69,67,70,20,64,66.00
Anco Jansen,66,65,73,30,66,66.00
Anders Christiansen,75,56,65,60,84,66.00
Bengali-Fode Koita,78,66,63,12,66,66.00
Borja Garcia,79,66,60,19,71,66.00
Chavdar Yankov,69,59,70,62,70,66.00
Craig Noone,82,63,58,32,70,66.00
Dominik Kaiser,54,69,74,57,81,66.00
Edson Rivera,73,64,69,25,59,66.00
Fabian Rinaudo,69,49,77,66,84,66.00
Fabio,78,45,72,70,80,66.00
John McGinn,70,59,71,61,59,66.00
Jonathan Ayite,74,62,68,25,71,66.00
Kamel Chafni,71,60,71,43,65,66.00
Kevin Koffi,78,68,60,18,66,66.00
Koro Kone,80,63,64,22,56,66.00
Maciej Jankowski,80,61,61,33,75,66.00
Nana Asare,78,53,62,74,88,66.00
Niklas Stark,78,50,66,72,84,66.00
Peter van Ooijen,68,59,72,64,62,66.00
Roy O'Donovan,80,63,62,20,70,66.00
Sisi,87,58,61,21,63,66.00
Tiago Filipe Gomes,64,65,72,42,72,66.00
Tiago,58,63,79,53,67,66.00
Caleb Gomina,71,63,74,30,41,65.95
David Ngog,66,72,67,26,63,65.95
Didier Digard,56,58,80,72,83,65.95
Do-Heon Kim,55,62,81,65,66,65.95
Federico Casarini,80,50,68,50,81,65.95
Franco Brienza,61,66,78,35,54,65.95
Gerard Pique,68,64,62,86,69,65.95
Hector Quinones,77,52,68,65,72,65.95
Iver Fossum,69,63,65,48,89,65.95
Jean-Ecudes Maurice,72,63,71,23,60,65.95
Jeffrey Gouweleeuw,75,48,72,76,73,65.95
Jem Karacan,68,54,72,71,84,65.95
Juergen Gjasula,64,66,72,34,73,65.95
Knut Olav Rindaroey,82,43,70,68,81,65.95
Konstantin Vassiljev,55,70,75,58,61,65.95
Lucas Evangelista,76,56,68,51,68,65.95
Marius Stankevicius,77,49,70,73,70,65.95
Pasquale Foggia,84,55,65,32,63,65.95
Rafael Batatinha,76,62,67,20,69,65.95
Ricardo Esteves,72,56,68,67,76,65.95
Vojtech Schulmeister,70,68,68,24,59,65.95
William Vainqueur,69,50,76,73,76,65.95
Adam Matuschyk,66,57,73,67,75,65.90
Andras Gosztonyi,81,55,67,37,63,65.90
Andrea Zanchetta,51,72,74,59,77,65.90
Bruno Grougi,68,64,71,40,60,65.90
Bruno Moraes,66,71,71,21,49,65.90
Fabiano,71,67,66,28,66,65.90
Hernan,64,62,71,58,78,65.90
Imanol Iriberri,65,69,73,19,57,65.90
Jean-Claude Darcheville,72,68,66,23,59,65.90
Josip Tadic,67,63,69,44,80,65.90
Murray Davidson,68,58,68,63,91,65.90
Nicolae Dica,65,67,71,37,63,65.90
Robert Muehren,66,70,67,30,70,65.90
Ron Vlaar,66,44,84,82,72,65.90
Scott McDonald,70,65,68,28,72,65.90
Wouter Marinus,75,70,59,31,63,65.90
Adil Hermach,67,53,76,60,81,65.85
Alexandre Alphonse,72,66,68,15,66,65.85
Alfredo Ortuno,69,69,68,20,61,65.85
Anass Achahbar,68,70,69,13,62,65.85
Carlao,67,68,72,25,50,65.85
Daniel Swanson,78,58,66,54,51,65.85
Dieguinho,75,61,67,40,59,65.85
Djamel Abdoun,74,64,65,44,55,65.85
Dominique Malonga,69,61,76,21,60,65.85
Ebinho,69,71,67,17,58,65.85
Ebrahima Ibou Sawaneh,77,62,66,26,61,65.85
"Francisco Munoz Xisco,18",62,72,77,19,32,65.85
Gerson Sheotahul,76,66,63,23,64,65.85
Hugo Seco,75,63,66,31,62,65.85
Jan Rajnoch,67,57,70,74,79,65.85
Jonathan Tinhan,91,58,53,38,67,65.85
Mateusz Machaj,75,54,72,30,81,65.85
Matti Lund Nielsen,69,55,72,50,91,65.85
Mile Jedinak,54,59,81,75,78,65.85
Navarone Foor,77,56,70,34,65,65.85
Neca,62,66,74,38,67,65.85
Omar Mascarell,70,53,74,59,76,65.85
Pawel Wszolek,79,55,66,38,79,65.85
Pedro Munitis,68,63,75,17,64,65.85
Silvan Aegerter,68,56,71,67,80,65.85
Stephan Hain,72,65,68,18,69,65.85
Tom Huddlestone,50,60,91,70,41,65.85
Tomislav Sokota,68,62,73,36,63,65.85
Wallace,70,46,81,60,75,65.85
Alessio Da Cruz,76,65,66,23,51,65.80
Andre Costa,71,62,66,58,64,65.80
Andrius Velicka,66,68,72,12,68,65.80
Anthony Vanden Borre,72,57,69,64,64,65.80
Asier del Horno,69,56,73,66,62,65.80
Bruno Amaro,53,62,86,60,50,65.80
Cheik Tiote,70,47,74,79,91,65.80
Chu-Young Park,67,67,71,21,65,65.80
Daniel Niculae,60,63,81,28,64,65.80
Dzikamai Andre Gwaze,83,57,62,46,58,65.80
Florian Raspentino,74,67,66,17,57,65.80
Glenn Claes,67,63,69,56,66,65.80
Gregory Dufer,66,66,73,27,59,65.80
Haruna Babangida,80,59,62,44,66,65.80
Jermaine Pennant,77,61,66,31,61,65.80
Juan Pablo Pino,84,61,60,25,61,65.80
Kamil Bilinski,65,71,69,14,72,65.80
Lorenzo De Silvestri,79,40,74,73,85,65.80
Lorenzo Lollo,77,57,63,55,79,65.80
Marcel Tisserand,71,56,67,73,79,65.80
Mariano Pernia,72,37,87,79,61,65.80
Michael McGlinchey,68,63,68,42,80,65.80
Mohammad Ghadir,74,65,66,24,62,65.80
Nacho Perez,76,50,68,68,84,65.80
"Ricardo Pedrinha,27",71,50,77,53,75,65.80
Stenio,73,69,60,38,66,65.80
Thiago Silva,76,38,78,90,74,65.80
Victor Camarasa,63,59,75,60,74,65.80
Alberto Grassi,74,54,70,58,69,65.75
Barak Badash,65,67,72,21,70,65.75
Christian Panucci,69,59,66,81,70,65.75
Davide Moscardelli,60,68,78,24,55,65.75
Djibril Sidibe,79,53,62,76,75,65.75
Gaston Sangoy,54,67,85,22,57,65.75
Jerome Gondorf,64,58,71,68,89,65.75
Jorge Goncalves,78,58,68,21,70,65.75
Krisztian Vadocz,54,63,80,58,75,65.75
Krzysztof Chrapek,80,61,62,25,72,65.75
Lee Cattermole,68,49,77,72,79,65.75
Lucas Silva,65,52,77,72,79,65.75
Michael Ngoo,78,62,65,25,60,65.75
Nill De Pauw,75,57,71,25,72,65.75
Robert Acquafresca,68,68,72,12,55,65.75
Saul,68,61,72,50,59,65.75
Victor Sanchez Mata,67,57,73,60,73,65.75
Vincent Bessat,75,58,67,51,64,65.75
Arthur,68,56,75,58,62,65.70
Cameron Smith,74,67,64,19,65,65.70
Cedric,90,49,64,21,75,65.70
Christian Kinkela,84,58,61,21,75,65.70
Djordje Rakic,64,67,72,26,70,65.70
Enzio Boldewijn,85,58,62,20,64,65.70
Funso Ojo,68,59,72,50,70,65.70
Ismael Diomande,73,47,75,70,74,65.70
Junior Agogo,81,65,61,11,61,65.70
Karim Rossi,76,64,64,20,70,65.70
Karim Soltani,78,63,60,34,74,65.70
Krzysztof Janus,76,62,61,47,73,65.70
Luca Cigarini,66,58,74,58,68,65.70
Marcel Schmelzer,81,37,74,78,84,65.70
Mateusz Cetnarski,70,66,66,38,64,65.70
Matthias Lepiller,62,62,77,39,69,65.70
Mitchell Weiser,79,60,57,64,74,65.70
Nico Schulz,86,46,63,67,77,65.70
Nils Schouterden,79,48,74,35,73,65.70
Rafal Kosznik,72,58,67,61,71,65.70
Siaka Bamba,69,56,69,64,86,65.70
Simone Bentivoglio,69,50,78,64,68,65.70
Tiago Gomes,74,45,76,70,74,65.70
Adrian Blad,83,55,63,43,64,65.65
Cedric van der Gun,68,67,67,43,58,65.65
Clemens Fritz,66,57,72,75,68,65.65
Daniele Croce,76,51,70,63,68,65.65
Diogo Figueiras,78,41,74,76,79,65.65
Fernando Canesin Matos,81,59,62,23,78,65.65
Gary Gardner,56,58,83,55,76,65.65
Guilherme Santos,81,45,70,65,72,65.65
Henri Munyaneza,76,63,64,25,70,65.65
Jaycee Okwunwanne,73,66,67,18,59,65.65
Johan Elmander,65,66,73,31,58,65.65
Karim Laribi,79,55,70,20,69,65.65
Khaleem Hyland,66,49,81,64,73,65.65
Mario Martinez,71,51,79,47,60,65.65
Melvin Platje,65,65,73,22,73,65.65
Michal Efir,79,65,61,13,70,65.65
Nathan Doyle,71,51,72,65,84,65.65
Quinton Fortune,67,54,72,70,85,65.65
Roman Pavlyuchenko,53,71,80,21,68,65.65
Simone Padoin,69,51,75,74,69,65.65
Zakarya Bergdich,81,46,68,61,82,65.65
Zinedine Machach,76,61,61,52,73,65.65
Abdou Traore,69,63,66,63,61,65.60
Aldo Pedro Duscher,68,55,72,74,68,65.60
Alejandro Pozuelo,74,60,64,47,77,65.60
Alex Bruno,74,53,68,70,72,65.60
Alexander Mathisen,77,55,65,49,81,65.60
Amadou Alassane,74,66,67,20,50,65.60
Andrija Delibasic,55,73,80,32,32,65.60
Bilal Ould-Chikh,78,56,73,19,51,65.60
Eugene Ansah,85,63,57,21,61,65.60
Evandro Brandao,76,65,66,13,57,65.60
Gerson Magrao,58,64,78,68,44,65.60
Haris Vuckic,65,65,74,30,58,65.60
Ivan Strinic,77,48,68,77,77,65.60
Jonathan dos Santos,68,62,68,54,70,65.60
